Date,Fire_Name,Site_Name,Observers,Weather,cohort,Species,tree_num,core_ht,dch,dbh,sample_type,Condition_of_Core,fire_scar,age_count,Age_1,Age_2,Age_3,ave_age,field_notes,Counting_Notes,Age_Notes
8/10/11,Murphy Dome,MD-5,BC,partly sunny,1,BENE,3,21,16,11.8,core,light rot at center,no,2,41,43,NA,42,NA,"hard to read rings, had to mark with pencil",first count not good
8/10/11,Murphy Dome,MD-5,BC,partly sunny,1,BENE,4,25,14.7,11.9,core,light rot at center,no,2,48,48,NA,48,NA,NA,NA
8/10/11,Murphy Dome,MD-5,BC,partly sunny,1,BENE,5,29,20.4,14.8,core,good,no,2,49,45,NA,47,NA,NA,NA
8/10/11,Murphy Dome,MD-5,BC,partly sunny,2,PIMA,1,23,8.8,7.6,core,good,no,1,48,NA,NA,48,NA,NA,NA
8/10/11,Murphy Dome,MD-5,BC,partly sunny,2,PIMA,2,20,9.7,7.7,core,good,no,2,39,39,NA,39,NA,few years off pith,NA
8/10/11,Murphy Dome,MD-5,BC,partly sunny,2,PIMA,3,16,9.5,7.6,core,good,no,1,43,NA,NA,43,NA,NA,NA
8/10/11,Murphy Dome,MD-5,BC,partly sunny,2,PIMA,4,20,9.5,7.3,core,good,no,2,43,43,NA,43,NA,NA,NA
8/10/11,Murphy Dome,MD-5,BC,partly sunny,2,PIMA,5,17,9.5,7.7,core,good,no,2,49,50,NA,49.5,NA,NA,NA
8/11/11,Murphy Dome,MD-6,BC CN,cloudy,1,BENE,1,23,13.3,10.4,core,light rot at center,no,1,45,NA,NA,45,NA,crack at pith,"this is the third count- must have counted non-rings as rings, still hard to read"
8/11/11,Murphy Dome,MD-6,BC CN,cloudy,1,BENE,2,21,12,9.6,core,good,no,1,47,NA,NA,47,NA,very good,"this is the third count- must have counted non-rings as rings, still hard to read"
8/11/11,Murphy Dome,MD-6,BC CN,cloudy,1,BENE,3,35,24.3,17.3,core,good,no,1,40,NA,NA,40,NA,2 big cracks- really hard to read,"this is the third count- must have counted non-rings as rings, still hard to read"
8/11/11,Murphy Dome,MD-6,BC CN,cloudy,1,BENE,4,20,19.4,13.2,core,dark brown pith,no,1,38,NA,NA,38,NA,NA,"this is the third count- must have counted non-rings as rings, still hard to read"
8/11/11,Murphy Dome,MD-6,BC CN,cloudy,1,BENE,5,23,19.4,14.1,core,good,no,1,40,NA,NA,40,NA,"bad break at beginning, probably lost a few years","this is the third count- must have counted non-rings as rings, still hard to read"
8/11/11,Murphy Dome,MD-6,BC CN,cloudy,2,PIMA,1,17,9.8,8.6,core,good,no,2,48,46,NA,47,NA,cracked,NA
8/11/11,Murphy Dome,MD-6,BC CN,cloudy,2,PIMA,2,18,12.9,9.9,core,good,no,2,47,47,NA,47,NA,NA,NA
8/11/11,Murphy Dome,MD-6,BC CN,cloudy,2,PIMA,3,18,10.4,8.2,core,good,no,2,48,49,NA,48.5,NA,NA,NA
8/11/11,Murphy Dome,MD-6,BC CN,cloudy,2,PIMA,4,16,9.6,6.9,core,good,no,2,50,50,NA,50,NA,very nice,NA
8/11/11,Murphy Dome,MD-6,BC CN,cloudy,2,PIMA,5,16,7.6,5.9,core,good,no,2,49,49,NA,49,NA,NA,NA
8/11/11,Murphy Dome,MD-7,BC CN,nice,1,BENE,1,18,7.6,4.7,core,good,no,2,41,41,NA,41,NA,NA,"used most recent count, first counts not accurate"
8/11/11,Murphy Dome,MD-7,BC CN,nice,1,BENE,2,16,7.5,4.9,core,good,no,1,44,NA,NA,44,NA,NA,"used most recent count, first counts not accurate"
8/11/11,Murphy Dome,MD-7,BC CN,nice,1,BENE,3,32,12.6,9.6,core,good,no,1,43,NA,NA,43,NA,hard to see pith,"used most recent count, first counts not accurate"
8/11/11,Murphy Dome,MD-7,BC CN,nice,1,BENE,4,18,13.9,9.1,core,good,no,1,43,NA,NA,43,NA,NA,"used most recent count, first counts not accurate"
8/11/11,Murphy Dome,MD-7,BC CN,nice,1,BENE,5,19,13.5,8.3,core,good,no,1,47,NA,NA,47,NA,cracked at pith,"used most recent count, first counts not accurate"
8/11/11,Murphy Dome,MD-7,BC CN,nice,2,PIMA,1,22,10.7,8,core,branch?,no,3,34,35,38,35.67,NA,"weird scar, broken chunk",NA
8/11/11,Murphy Dome,MD-7,BC CN,nice,2,PIMA,2,14,9.1,7,core,good,no,3,42,40,40,40.67,NA,NA,NA
8/11/11,Murphy Dome,MD-7,BC CN,nice,2,PIMA,3,19,6.8,5.1,core,good,no,3,43,40,40,41,NA,crack at pith,NA
8/11/11,Murphy Dome,MD-7,BC CN,nice,2,PIMA,4,19,10.5,8,core,good,no,2,48,33,NA,40.5,NA,NA,NA
8/11/11,Murphy Dome,MD-7,BC CN,nice,2,PIMA,5,15,10.8,7.4,core,good,no,2,42,39,NA,40.5,NA,very nice,NA
8/11/11,Murphy Dome,MD-7,BC CN,nice,3,PIMA,1,15,2.3,1.5,cookie,good,no,1,45,NA,NA,45,NA,"moldy on inside, even after sanding- hard to see some rings",NA
8/11/11,Murphy Dome,MD-7,BC CN,nice,3,PIMA,2,15,2,0.4,cookie,good,no,2,36,37,NA,36.5,NA,"moldy on inside, even after sanding- hard to see some rings",NA
8/11/11,Murphy Dome,MD-7,BC CN,nice,3,PIMA,3,15,1.5,0.5,cookie,good,no,2,25,26,NA,25.5,NA,"moldy on inside, even after sanding- hard to see some rings",NA
8/11/11,Murphy Dome,MD-7,BC CN,nice,3,PIMA,4,15,2.6,0.8,cookie,good,no,2,37,38,NA,37.5,NA,"moldy on inside, even after sanding- hard to see some rings",NA
8/11/11,Murphy Dome,MD-7,BC CN,nice,3,PIMA,5,15,1.9,0.5,cookie,good,no,2,34,35,NA,34.5,NA,"moldy on inside, even after sanding- hard to see some rings",NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,1,PIMA,1,30,6,4,core,good,no,1,39,40,NA,39.5,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,1,PIMA,2,30,5.2,3.5,core,good,no,1,40,NA,NA,40,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,1,PIMA,3,30,5.4,3.5,core,good,no,1,42,NA,NA,42,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,1,PIMA,4,30,5.4,4,core,good,no,1,44,NA,NA,44,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,1,PIMA,5,30,7,4.7,core,good,no,1,28,NA,NA,28,NA,way off pith,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,2,PIMA,1,30,2.7,<DBH,cookie,good,no,2,44,40,NA,42,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,2,PIMA,2,30,2.3,<DBH,cookie,good,no,2,28,29,NA,28.5,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,2,PIMA,3,30,3.5,<DBH,cookie,good,no,2,30,31,NA,30.5,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,2,PIMA,4,30,2.2,<DBH,cookie,good,no,2,29,28,NA,28.5,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,2,PIMA,5,30,2.4,<DBH,cookie,good,no,2,36,35,NA,35.5,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,3,CBSNBC PIMA,1,30,7.5,5.6,cookie,good,"yes, dead",1,132,NA,NA,132,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,3,CBSNBC PIMA,2,30,6.1,4.8,cookie,good,"yes, dead",1,126,NA,NA,126,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,3,CBSNBC PIMA,3,30,7.8,5.6,cookie,good,"yes, dead",1,126,NA,NA,126,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,3,CBSNBC PIMA,4,30,7.1,5.1,cookie,little rotten,"yes, dead",1,129,NA,NA,129,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,3,CBSNBC PIMA,5,30,8.6,6.4,cookie,good,"yes, dead",1,129,NA,NA,129,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,4,BENE,1,30,2.4,<DBH,cookie,good,no,1,30,NA,NA,30,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,4,BENE,2,30,2.3,<DBH,cookie,good,no,2,32,31,NA,31.5,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,4,BENE,3,30,4.1,1.8,cookie,good,no,1,33,NA,NA,33,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,4,BENE,4,30,2.9,1.2,cookie,good,no,2,34,32,NA,33,NA,NA,NA
8/11/11,Murphy Dome,MD-8,BC CN,nice,4,BENE,5,30,2.2,1.4,cookie,good,no,2,28,31,NA,29.5,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,1,PIMA,1,60,26.9,23.2,core,good,no,0,NA,NA,NA,NA,NA,NA,TRASH
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,1,PIMA,2,45,38.4,25.5,core,good,no,1,87,NA,NA,87,NA,hard to see pith,count is an estimate
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,1,PIMA,3,50,30,21.5,core,good,no,2,95,94,NA,94.5,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,1,PIMA,4,50,25.4,20,core,good,no,2,100,103,NA,101.5,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,1,PIMA,5,50,24.3,19.3,core,all cracked up,no,0,NA,NA,NA,NA,"too broken to mount- broken at pith, not counted",NA,TRASH
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,2,PIMA,1,40,14.6,10.4,core,good,no,2,98,96,NA,97,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,2,PIMA,2,40,13,9.3,core,good,no,2,87,89,NA,88,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,2,PIMA,3,40,7.3,6.8,core,good,no,2,59,60,NA,59.5,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,2,PIMA,4,60,8.7,4.7,core,good,no,1,NA,NA,NA,NA,NA,NA,TRASH
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,2,PIMA,5,40,11.2,8.1,core,good,no,2,55,55,NA,55,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,3,PIMA,1,40,2,0.3,?,good,no,2,29,27,NA,28,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,3,PIMA,2,40,2.6,1.6,?,good,no,2,41,41,NA,41,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,3,PIMA,3,40,2.2,0.9,?,good,no,2,28,24,NA,26,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,3,PIMA,4,40,2.4,1.4,?,good,no,2,41,39,NA,40,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,3,PIMA,5,40,2,1.3,?,good,no,2,33,29,NA,31,NA,NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,4,BENE,1,70,11.3,9.4,core,good,no,1,62,NA,NA,62,NA,"rotten center, can't find pith",NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,4,BENE,2,40,19.5,7,core,good,no,1,42,NA,NA,42,NA,can't see pith,count is an estimate
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,4,BENE,3,50,23,10.5,core,good,no,2,50,54,NA,52,"taller than average, ~10m",NA,NA
8/11/11,Murphy Dome,MD-U1,BC CN,clear skies,4,BENE,4,60,23,16.4,core,good,no,2,96,93,NA,94.5,"taller than average, ~10m",can't see pith,NA
8/25/11,Murphy Dome,MD-U2,BC,sunny,1,BENE,1,60,28.4,22,core,rotten center,no,1,92,NA,NA,92,NA,"core in 2 pieces, just counted one",count is an estimate
8/25/11,Murphy Dome,MD-U2,BC,sunny,1,BENE,2,150,40,38,core,rotten center,no,2,87,88,NA,87.5,NA,NA,NA
8/25/11,Murphy Dome,MD-U2,BC,sunny,1,BENE,3,60,32.7,24.8,core,rotten center,no,1,81,NA,NA,81,NA,can't see pith,NA
8/25/11,Murphy Dome,MD-U2,BC,sunny,1,BENE,4,90,35,31,core,rotten center,no,1,21,NA,NA,21,NA,not sure about pith,age is an estimate
8/25/11,Murphy Dome,MD-U2,BC,sunny,2,BENE,1,70,17.8,13.2,core,good,no,2,52,48,NA,50,NA,NA,NA
8/25/11,Murphy Dome,MD-U2,BC,sunny,2,BENE,2,60,14.5,11.7,core,goodish,no,2,47,44,NA,45.5,NA,NA,NA
8/25/11,Murphy Dome,MD-U2,BC,sunny,3,PIMA,1,30,17.1,13.7,core,good,no,2,62,62,NA,62,NA,NA,NA
8/25/11,Murphy Dome,MD-U2,BC,sunny,3,PIMA,2,50,19.6,15.3,core,good,no,2,47,46,NA,46.5,NA,few years off pith,NA
8/25/11,Murphy Dome,MD-U2,BC,sunny,3,PIMA,3,60,23,20.7,core,good,no,2,122,122,NA,122,NA,NA,NA
8/25/11,Murphy Dome,MD-U2,BC,sunny,3,PIMA,4,80,25,22,core,good,no,2,132,135,NA,133.5,NA,NA,NA
8/25/11,Murphy Dome,MD-U2,BC,sunny,3,PIMA,5,70,20.7,18.5,core,good,no,2,121,118,NA,119.5,NA,NA,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,1,PIMA,1,25,7.8,3.6,core,good,no,1,32,NA,NA,32,NA,NA,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,1,PIMA,2,30,6,3.7,core,good,no,2,23,24,NA,23.5,NA,few years off pith,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,1,PIMA,3,25,8.4,4.5,core,good,no,1,35,NA,NA,35,NA,NA,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,1,PIMA,4,30,15.3,8.1,core,good,no,2,82,83,NA,82.5,possible fire survivor,NA,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,1,PIMA,5,35,19.5,14.3,core,good,no,2,90,94,NA,92,possible fire survivor,few years off pith,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,2,PIMA,1,20,3.3,<DBH,cookie,good,no,2,56,53,NA,54.5,NA,NA,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,2,PIMA,2,20,2.4,<DBH,cookie,good,no,1,30,NA,NA,30,NA,NA,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,2,PIMA,3,20,1.9,<DBH,cookie,good,no,1,34,NA,NA,34,NA,NA,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,2,PIMA,4,20,2.7,<DBH,cookie,good,no,1,34,NA,NA,34,NA,NA,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,2,PIMA,5,25,3.1,<DBH,cookie,good,no,1,34,NA,NA,34,NA,NA,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,3,CBSNBC,1,20,?,6,cookie,good,no,2,79,78,NA,78.5,NA,much smaller than other three,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,3,CBSNBC,2,20,?,6,cookie,good,no,3,161,164,162,162.33,NA,NA,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,3,CBSNBC,3,20,?,6,cookie,good,no,1,150,NA,NA,150,NA,NA,NA
9/6/11,Wickersham Dome,WD-1,BC,sunny,3,CBSNBC,4,20,?,6,cookie,good,no,1,169,NA,NA,169,NA,no pith (holes)- count is minimum age,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,1,BENE,1,25,13.5,11.3,core,good,no,1,35,NA,NA,35,NA,NA,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,1,BENE,2,37,12.1,8.6,core,good,no,1,34,NA,NA,34,NA,few years off pith,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,1,BENE,3,48,11.2,10.4,core,good,no,1,37,NA,NA,37,NA,NA,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,1,BENE,4,35,14.7,11.4,core,good,no,1,35,NA,NA,35,NA,NA,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,1,BENE,5,36,15.1,13.4,core,good,no,1,31,NA,NA,31,NA,few years off pith,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,2,PIMA,1,23,7.1,5.3,core,good,no,1,13,NA,NA,13,NA,way off pith,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,2,PIMA,2,23,6.4,4.9,core,good,no,1,13,NA,NA,13,NA,way off pith,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,2,PIMA,3,14.3,7.5,5.4,core,good,no,1,29,NA,NA,29,NA,NA,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,2,PIMA,4,12,9,6.4,core,good,no,2,20,21,NA,20.5,NA,off pith,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,2,PIMA,5,17,7.4,9,core,good,no,1,25,NA,NA,25,NA,perfect core- great pith!,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,3,PIMA,1,8,3.8,<DBH,cookie,good,no,2,19,21,NA,20,NA,NA,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,3,PIMA,2,8,3.2,<DBH,cookie,good,no,3,29,26,27,27.33,NA,NA,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,3,PIMA,3,8,2.9,<DBH,cookie,good,no,2,20,22,NA,21,NA,NA,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,3,PIMA,4,8,2.3,<DBH,cookie,good,no,2,24,23,NA,23.5,NA,NA,NA
9/8/11,Wickersham Dome,WD-2,JH CN,nice,3,PIMA,5,8,2.1,<DBH,cookie,good,no,2,25,26,NA,25.5,NA,NA,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,1,PIMA,1,17,11.4,9.5,core,good,no,2,18,18,NA,18,NA,way off pith,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,1,PIMA,2,15,9.8,8,core,good,no,1,26,NA,NA,26,NA,way off pith,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,1,PIMA,3,16,7.6,6.5,core,good,no,1,28,NA,NA,28,NA,NA,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,1,PIMA,4,19,15.4,12.1,core,good,no,2,25,25,NA,25,NA,NA,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,1,PIMA,5,22,15.2,11,core,good,no,2,32,32,NA,32,NA,best of cohort,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,2,BENE,1,19,19.7,13.4,core,good,no,1,29,NA,NA,29,NA,NA,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,2,BENE,2,18,18,25.1,core,good,no,2,33,35,NA,34,NA,NA,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,2,BENE,3,18,17.8,14.6,core,good,no,1,28,NA,NA,28,NA,NA,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,2,BENE,4,40,14.4,16.6,core,good,no,2,23,24,NA,23.5,NA,way off pith,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,2,BENE,5,35,15.7,13.4,core,good,no,1,34,NA,NA,34,NA,NA,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,3,PIMA,1,8,1.6,0.4,core,good,no,2,21,20,NA,20.5,NA,NA,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,3,PIMA,2,8,1.2,<DBH,cookie,good,no,2,16,17,NA,16.5,NA,NA,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,3,PIMA,3,8,1.6,<DBH,cookie,good,no,1,19,NA,NA,19,NA,NA,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,3,PIMA,4,8,2.3,<DBH,cookie,good,no,2,15,16,NA,15.5,NA,NA,NA
9/8/11,Wickersham Dome,WD-3,JH CL,cloudy,3,PIMA,5,8,2.5,<DBH,cookie,good,no,1,15,NA,NA,15,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,1,BENE,1,12.4,19.8,15.7,core,good,no,3,32,34,34,33.33,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,1,BENE,2,11.2,15.9,11.2,core,good,no,2,30,29,NA,29.5,NA,few years off pith,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,1,BENE,3,14.1,17.2,13.7,core,good,no,1,37,NA,NA,37,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,1,BENE,4,12.1,17.5,11.4,core,good,no,1,34,NA,NA,34,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,1,BENE,5,12.2,14.2,11.5,core,good,no,1,38,NA,NA,38,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,2,PIMA,1,10,2,<DBH,cookie,good,no,2,26,23,NA,24.5,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,2,PIMA,2,10,1.3,<DBH,cookie,good,no,1,17,NA,NA,17,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,2,PIMA,3,10,1.7,<DBH,cookie,good,no,1,21,NA,NA,21,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,2,PIMA,4,10,1.6,<DBH,cookie,good,no,1,18,NA,NA,18,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,2,PIMA,5,10,1.5,<DBH,cookie,good,no,1,22,NA,NA,22,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,3,PIMA,1,11.2,10.1,8.1,core,good,no,1,33,NA,NA,33,NA,very good pith,1 & 2 are more accurate ages
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,3,PIMA,2,11.1,16.8,13.5,core,good,no,1,34,NA,NA,34,NA,very good pith,1 & 2 are more accurate ages
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,3,PIMA,3,12.3,12.8,9.5,core,good,no,1,25,NA,NA,25,NA,few years off pith,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,3,PIMA,4,11.3,10.7,8.2,core,good,no,1,26,NA,NA,26,NA,few years off pith,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,3,PIMA,5,12.1,9.5,7.5,core,good,no,1,26,NA,NA,26,NA,few years off pith,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,4,BENE,1,10,3.5,2.3,cookie,good,no,3,15,18,17,16.67,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,4,BENE,2,10,3.2,2.5,cookie,good,no,2,24,23,NA,23.5,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,4,BENE,3,10,4.7,3.1,cookie,good,no,2,24,21,NA,22.5,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,4,BENE,4,10,3.2,2.2,cookie,good,no,2,19,19,NA,19,NA,NA,NA
9/8/11,Wickersham Dome,WD-4,JH LRC CL CN,clear skies,4,BENE,5,10,3.1,2.1,cookie,good,no,2,17,17,NA,17,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,1,PIMA,1,17,9.6,7.1,core,good,no,2,54,46,NA,50,NA,counted both direction,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,1,PIMA,2,19,9.6,6.5,core,good,no,2,45,48,NA,46.5,NA,weird scars,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,1,PIMA,3,16,7,5.1,core,good,no,2,26,26,NA,26,NA,way off pith,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,1,PIMA,4,19,9.1,6.7,core,good,no,2,32,36,NA,34,NA,good!,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,1,PIMA,5,21,10.8,7.8,core,good,no,2,29,29,NA,29,NA,few years off pith,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,2,BENE,1,17,11.1,7.4,core,good,no,1,33,NA,NA,33,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,2,BENE,2,17,10.7,7.1,core,good,no,1,30,NA,NA,30,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,2,BENE,3,21,16.3,11.3,core,good,no,1,37,NA,NA,37,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,2,BENE,4,15,9.4,7,core,good,no,1,34,NA,NA,34,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,2,BENE,5,15,11,6.6,core,good,no,1,34,NA,NA,34,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,3,PIMA,1,10,?,<DBH,cookie,good,no,1,28,NA,NA,28,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,3,PIMA,2,10,?,<DBH,cookie,good,no,1,28,NA,NA,28,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,3,PIMA,3,10,?,<DBH,cookie,good,no,1,28,NA,NA,28,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,3,PIMA,4,10,?,<DBH,cookie,good,no,1,29,NA,NA,29,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,3,PIMA,5,10,?,<DBH,cookie,good,no,1,31,NA,NA,31,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,4,BENE,1,10,?,3.6,cookie,good,no,1,33,NA,NA,33,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,4,BENE,2,10,?,2.4,cookie,good,no,1,36,NA,NA,36,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,4,BENE,3,10,?,3,cookie,good,no,1,36,NA,NA,36,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,4,BENE,4,10,?,2.3,cookie,good,no,1,37,NA,NA,37,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,4,BENE,5,10,?,2.8,cookie,good,no,0,NA,NA,NA,NA,NA,NA,TRASH
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,5,CBSNBC,1,10,?,12,cookie,good,no,2,149,146,NA,147.5,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,5,CBSNBC,2,10,?,12,cookie,good,no,1,145,NA,NA,145,NA,NA,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,5,CBSNBC,3,10,?,12,cookie,good,no,3,211,200,191,200.67,NA,pith so rotten couldn't get accurate count,NA
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,5,CBSNBC,4,10,?,12,cookie,good,no,2,167,157,NA,162,NA,hole where pith should be,used largest age bc that’s prob closest to the tru age
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,5,CBSNBC,5,10,?,12,cookie,good,no,2,149,146,NA,147.5,NA,"labeled as WD3, but no field notes about a WD3 CBSNBC. Just put with WD5's to give it a cohort",NA
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,1,BENE,1,12,13.5,10,core,good,no,1,33,NA,NA,33,NA,NA,NA
