Date,Fire Name,Site Name,Observers,Weather,Cohort #,Species,Tree #,Ht of Core (cm),DCH (cm),DBH (cm),Cookie/Core?,Condition of Core,Fire Scar?,Times Counted?,Age 1,Age 2,Age 3,Avg,Feild Notes,Counting Notes,Age Notes
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,1,PIMA,3,16,7,5.1,core,good,no,2,26,26,,26,,way off pith,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,1,PIMA,4,19,9.1,6.7,core,good,no,2,32,36,,34,,good!,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,1,PIMA,5,21,10.8,7.8,core,good,no,2,29,29,,29,,few years off pith,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,2,BENE,1,17,11.1,7.4,core,good,no,1,33,,,33,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,2,BENE,2,17,10.7,7.1,core,good,no,1,30,,,30,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,2,BENE,3,21,16.3,11.3,core,good,no,1,37,,,37,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,2,BENE,4,15,9.4,7,core,good,no,1,34,,,34,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,2,BENE,5,15,11,6.6,core,good,no,1,34,,,34,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,3,PIMA,1,10,2.5,<DBH,cookie,good,no,1,28,,,28,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,3,PIMA,2,10,2.1,<DBH,cookie,good,no,1,28,,,28,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,3,PIMA,3,10,2.2,<DBH,cookie,good,no,1,28,,,28,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,3,PIMA,4,10,2.6,<DBH,cookie,good,no,1,29,,,29,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,3,PIMA,5,10,2.1,<DBH,cookie,good,no,1,31,,,31,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,4,BENE,1,10,2.5,3.6,cookie,good,no,1,33,,,33,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,4,BENE,2,10,2.1,2.4,cookie,good,no,1,36,,,36,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,4,BENE,3,10,2.2,3,cookie,good,no,1,36,,,36,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,4,BENE,4,10,2.6,2.3,cookie,good,no,1,37,,,37,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,4,BENE,5,10,2.1,2.8,cookie,good,no,0,,,,#DIV/0!,,,TRASH
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,5,CBSNBC,1,10,4.2,12,cookie,good,no,2,149,146,,147.5,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,5,CBSNBC,2,10,4.6,12,cookie,good,no,1,145,,,145,,,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,5,CBSNBC,3,10,5,12,cookie,rotten through pith,no,3,211,200,191,200.6666667,,pith so rotten couldn't get accurate count,
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,5,CBSNBC,4,10,3.6,12,cookie,rotten through pith,no,2,167,157,,162,,hole where pith should be,used largest age bc that’s prob closest to the tru age
9/14/11,Wickersham Dome,WD-5,BC CN LRC,partly cloudy,5,CBSNBC,5,10,12.5,12,cookie,good,no,2,149,146,,147.5,,"labeled as WD3, but no field notes about a WD3 CBSNBC. Just put with WD5's to give it a cohort",
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,1,BENE,1,12,13.5,10,core,good,no,1,33,,,33,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,1,BENE,2,9,12.6,7.9,core,good,no,1,35,,,35,,really hard to read first rings,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,1,BENE,3,10,8.4,5.1,core,good,no,1,35,,,35,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,1,BENE,4,10,17.8,12.5,core,good,no,1,36,,,36,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,1,BENE,5,13,9.9,6.9,core,fair,no,1,,,,#DIV/0!,,way off pith - trash?,TRASH
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,2,PIMA,1,15,13.8,9.5,core,third try,no,2,32,32,,32,,few years off pith,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,2,PIMA,2,33,21.5,15.5,core,good,no,2,68,68,,68,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,2,PIMA,3,19,11.2,7.6,core,good,no,1,16,,,16,,can't tell where pith is,maybe part of younger cohort?
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,2,PIMA,4,12,7.9,5.3,core,good,no,2,32,33,,32.5,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,2,PIMA,5,15,7.5,5.8,core,good,no,2,16,16,,16,,,maybe part of younger cohort?
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,3,POTR,1,23,12.5,11.8,core,some rot,no,2,43,39,,41,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,3,POTR,2,27,11.4,10.1,core,some rot at pith,no,2,40,38,,39,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,3,POTR,3,19,10.3,10,core,very rotty,no,2,27,27,,27,,way off pith,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,3,POTR,4,30,14.7,13,core,rot at pith,no,2,29,30,,29.5,,few years off pith,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,3,POTR,5,27,14.1,12.8,core,rotten,no,2,32,33,,32.5,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,4,PIMA,1,5,2.3,<DBH,cookie,good,no,1,19,,,19,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,4,PIMA,2,5,1.7,<DBH,cookie,good,no,1,17,,,17,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,4,PIMA,3,5,1.7,<DBH,cookie,good,no,1,21,,,21,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,4,PIMA,4,5,2.3,<DBH,cookie,good,no,1,18,,,18,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,4,PIMA,5,5,3.2,<DBH,cookie,good,no,1,22,,,22,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,5,CBSNBC,1,5,9.6,<DBH,cookie,good,no,3,128,130,129,129,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,5,CBSNBC,2,40,9.3,<DBH,cookie,good,no,1,135,,,135,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,5,CBSNBC,3,60,17,<DBH,cookie,good,no,1,132,,,132,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,5,CBSNBC,4,5,14.3,<DBH,cookie,good,no,2,146,146,,146,,,
9/14/11,Wickersham Dome,WD-6,CN LRC,sunny,5,CBSNBC,5,5,13.7,<DBH,cookie,good,no,1,134,,,134,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,1,BENE,1,24,19.1,14.2,core,good,no,2,35,37,,36,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,1,BENE,2,28,16.1,9.4,core,good,no,1,37,,,37,tree forks- two heads!,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,1,BENE,3,21,16.4,15.8,core,good,no,2,34,34,,34,tree forks- two heads!,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,1,BENE,4,27,21.4,16.8,core,good,no,2,30,30,,30,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,1,BENE,5,16,19.3,15.1,core,good,no,2,33,34,,33.5,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,2,PIMA,1,15,4,4.7,cookie,good,no,1,28,,,28,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,2,PIMA,2,15,4,4,cookie,good,no,1,27,,,27,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,2,PIMA,3,15,6.2,2.5,cookie,good,no,1,24,,,24,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,2,PIMA,4,15,8.7,6,cookie,good,no,1,28,,,28,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,2,PIMA,5,15,9.7,7.7,cookie,good,no,2,30,32,,31,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,3,BENE,1,15,8.6,4.3,cookie,good,no,1,26,,,26,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,3,BENE,2,15,3.2,1.5,cookie,good,no,2,24,23,,23.5,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,3,BENE,3,15,3.9,2.3,cookie,rotten pith,no,1,29,,,29,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,3,BENE,4,15,7.9,1.9,cookie,good,no,1,27,,,27,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,3,BENE,5,15,6.6,2,cookie,good,no,1,24,,,24,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,4,PIMA,1,15,2.3,<DBH,cookie,good,no,2,25,24,,24.5,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,4,PIMA,2,15,2,<DBH,cookie,good,no,2,27,25,,26,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,4,PIMA,3,15,1.7,<DBH,cookie,good,no,2,25,25,,25,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,4,PIMA,4,15,2.1,<DBH,cookie,good,no,2,28,26,,27,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,4,PIMA,5,15,1.5,<DBH,cookie,good,no,2,26,26,,26,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,5,CBSNBC,1,15,50,12,cookie,good,no,2,132,130,,131,,,
9/14/11,Wickersham Dome,WD-7,LRC CN BC,sunny,5,CBSNBC,2,15,15,12,cookie,good,no,1,126,,,126,,,
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,1,POTR,1,28,10,8.9,core,good,no,1,23,,,23,,hard to read rings,way off pith
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,1,POTR,2,26,11.5,10.5,core,good,no,1,39,,,39,,,
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,1,POTR,3,28,10.8,9.5,core,some rot at pith,no,1,39,,,39,,,
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,1,POTR,4,28,11.2,10,core,good,no,1,37,,,37,,,
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,1,POTR,5,24,10,9.2,core,good,no,1,36,,,36,,,
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,2,BENE,1,30,16.5,11.7,core,good,no,1,34,,,34,,,
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,2,BENE,2,36,13.6,12.2,core,good,no,1,32,,,32,,,
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,3,PIMA,1,8,2,<DBH,cookie,good,no,2,35,33,,34,,,
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,3,PIMA,2,8,3.3,1.1,cookie,good,no,2,33,35,,34,,,
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,3,PIMA,3,8,2.1,<DBH,cookie,good,no,2,29,30,,29.5,,,
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,3,PIMA,4,8,3,2,cookie,good,no,2,24,25,,24.5,,,
9/20/11,Wickersham Dome,WD-8,CN,partly cloudy,3,PIMA,5,8,1.4,<DBH,cookie,good,no,2,28,26,,27,,,
